mental_state,model,n_trials,n_correct,accuracy
scorned,claude-opus-4-5,2,0,0.0
scorned,gemini-3-flash,8,1,0.125
scorned,gpt-5,2,0,0.0
scorned,gpt-5-mini,2,0,0.0
seduced,claude-opus-4-5,1,0,0.0
seduced,gemini-3-flash,6,3,0.5
seduced,gpt-5,1,1,1.0
seduced,gpt-5-mini,1,1,1.0
seductive,claude-opus-4-5,3,2,0.6666666666666666
seductive,gemini-3-flash,9,9,1.0
seductive,gpt-5,3,2,0.6666666666666666
seductive,gpt-5-mini,3,3,1.0
self-conscious,claude-opus-4-5,1,1,1.0
self-conscious,gemini-3-flash,7,7,1.0
self-conscious,gpt-5,1,1,1.0
self-conscious,gpt-5-mini,1,1,1.0
self-deprecating,gemini-3-flash,5,5,1.0
selfish,claude-opus-4-5,1,0,0.0
selfish,gemini-3-flash,7,5,0.7142857142857143
selfish,gpt-5,1,0,0.0
selfish,gpt-5-mini,1,0,0.0
sentimental,claude-opus-4-5,1,1,1.0
sentimental,gemini-3-flash,7,7,1.0
sentimental,gpt-5,1,1,1.0
sentimental,gpt-5-mini,1,0,0.0
serious,claude-opus-4-5,2,2,1.0
serious,gemini-3-flash,8,7,0.875
serious,gpt-5,2,2,1.0
serious,gpt-5-mini,2,1,0.5
shaken,claude-opus-4-5,2,2,1.0
shaken,gemini-3-flash,8,7,0.875
shaken,gpt-5,2,2,1.0
shaken,gpt-5-mini,2,2,1.0
shocked,claude-opus-4-5,1,1,1.0
shocked,gemini-3-flash,7,7,1.0
shocked,gpt-5,1,1,1.0
shocked,gpt-5-mini,1,1,1.0
shy,claude-opus-4-5,2,1,0.5
shy,gemini-3-flash,8,5,0.625
shy,gpt-5,2,1,0.5
shy,gpt-5-mini,2,1,0.5
silly,claude-opus-4-5,2,1,0.5
silly,gemini-3-flash,8,2,0.25
silly,gpt-5,2,1,0.5
silly,gpt-5-mini,2,0,0.0
smug,claude-opus-4-5,2,2,1.0
smug,gemini-3-flash,8,8,1.0
smug,gpt-5,2,2,1.0
smug,gpt-5-mini,2,2,1.0
sneaky,claude-opus-4-5,2,2,1.0
sneaky,gemini-3-flash,8,6,0.75
sneaky,gpt-5,2,2,1.0
sneaky,gpt-5-mini,2,2,1.0
so-so,claude-opus-4-5,1,1,1.0
so-so,gemini-3-flash,7,7,1.0
so-so,gpt-5,1,1,1.0
so-so,gpt-5-mini,1,1,1.0
sociable,claude-opus-4-5,2,2,1.0
sociable,gemini-3-flash,8,8,1.0
sociable,gpt-5,2,2,1.0
sociable,gpt-5-mini,2,2,1.0
soppy,claude-opus-4-5,2,1,0.5
soppy,gemini-3-flash,8,7,0.875
soppy,gpt-5,2,1,0.5
soppy,gpt-5-mini,2,1,0.5
sorry,gemini-3-flash,6,6,1.0
spellbound,claude-opus-4-5,3,2,0.6666666666666666
spellbound,gemini-3-flash,9,8,0.8888888888888888
spellbound,gpt-5,3,3,1.0
spellbound,gpt-5-mini,3,2,0.6666666666666666
spirited,claude-opus-4-5,2,1,0.5
spirited,gemini-3-flash,8,7,0.875
spirited,gpt-5,2,1,0.5
spirited,gpt-5-mini,2,1,0.5
startled,claude-opus-4-5,1,1,1.0
startled,gemini-3-flash,6,6,1.0
startled,gpt-5,1,1,1.0
startled,gpt-5-mini,1,1,1.0
stern,claude-opus-4-5,1,1,1.0
stern,gemini-3-flash,7,6,0.8571428571428571
stern,gpt-5,1,1,1.0
stern,gpt-5-mini,1,0,0.0
strong,claude-opus-4-5,1,0,0.0
strong,gemini-3-flash,7,4,0.5714285714285714
strong,gpt-5,1,1,1.0
strong,gpt-5-mini,1,0,0.0
stubborn,claude-opus-4-5,2,1,0.5
stubborn,gemini-3-flash,8,5,0.625
stubborn,gpt-5,2,1,0.5
stubborn,gpt-5-mini,2,1,0.5
subdued,claude-opus-4-5,1,1,1.0
subdued,gemini-3-flash,7,4,0.5714285714285714
subdued,gpt-5,1,1,1.0
subdued,gpt-5-mini,1,1,1.0
subservient,claude-opus-4-5,2,0,0.0
subservient,gemini-3-flash,8,4,0.5
subservient,gpt-5,2,2,1.0
subservient,gpt-5-mini,2,0,0.0
supercilious,gemini-3-flash,6,6,1.0
suppliant,claude-opus-4-5,1,1,1.0
suppliant,gemini-3-flash,7,7,1.0
suppliant,gpt-5,1,1,1.0
suppliant,gpt-5-mini,1,1,1.0
supported,claude-opus-4-5,1,1,1.0
supported,gemini-3-flash,7,6,0.8571428571428571
supported,gpt-5,1,1,1.0
supported,gpt-5-mini,1,0,0.0
sure,claude-opus-4-5,1,1,1.0
sure,gemini-3-flash,7,7,1.0
sure,gpt-5,1,1,1.0
sure,gpt-5-mini,1,1,1.0
surprised,claude-opus-4-5,1,1,1.0
surprised,gemini-3-flash,7,6,0.8571428571428571
surprised,gpt-5,1,1,1.0
surprised,gpt-5-mini,1,1,1.0
suspicious,claude-opus-4-5,2,2,1.0
suspicious,gemini-3-flash,8,7,0.875
suspicious,gpt-5,2,2,1.0
suspicious,gpt-5-mini,2,2,1.0
tearful,gemini-3-flash,6,6,1.0
teasing,claude-opus-4-5,2,2,1.0
teasing,gemini-3-flash,8,8,1.0
teasing,gpt-5,2,1,0.5
teasing,gpt-5-mini,2,1,0.5
tempted,gemini-3-flash,6,5,0.8333333333333334
tempting,claude-opus-4-5,2,2,1.0
tempting,gemini-3-flash,8,8,1.0
tempting,gpt-5,2,2,1.0
tempting,gpt-5-mini,2,2,1.0
tense,claude-opus-4-5,2,1,0.5
tense,gemini-3-flash,8,6,0.75
tense,gpt-5,2,1,0.5
tense,gpt-5-mini,2,1,0.5
terrified,claude-opus-4-5,1,0,0.0
terrified,gemini-3-flash,7,5,0.7142857142857143
terrified,gpt-5,1,0,0.0
terrified,gpt-5-mini,1,0,0.0
terrorised,claude-opus-4-5,4,2,0.5
terrorised,gemini-3-flash,16,13,0.8125
terrorised,gpt-5,4,3,0.75
terrorised,gpt-5-mini,4,1,0.25
thinking,claude-opus-4-5,1,1,1.0
thinking,gemini-3-flash,7,3,0.42857142857142855
thinking,gpt-5,1,0,0.0
thinking,gpt-5-mini,1,1,1.0
thoughtful,claude-opus-4-5,1,1,1.0
thoughtful,gemini-3-flash,7,3,0.42857142857142855
thoughtful,gpt-5,1,1,1.0
thoughtful,gpt-5-mini,1,1,1.0
threatened,claude-opus-4-5,1,0,0.0
threatened,gemini-3-flash,7,5,0.7142857142857143
threatened,gpt-5,1,0,0.0
threatened,gpt-5-mini,1,0,0.0
threatening,claude-opus-4-5,1,0,0.0
threatening,gemini-3-flash,7,4,0.5714285714285714
threatening,gpt-5,1,0,0.0
threatening,gpt-5-mini,1,0,0.0
tired,gemini-3-flash,6,4,0.6666666666666666
titillated,claude-opus-4-5,2,0,0.0
titillated,gemini-3-flash,8,5,0.625
titillated,gpt-5,2,1,0.5
titillated,gpt-5-mini,2,1,0.5
tormented,claude-opus-4-5,2,2,1.0
tormented,gemini-3-flash,8,7,0.875
tormented,gpt-5,2,2,1.0
tormented,gpt-5-mini,2,2,1.0
tortured,gemini-3-flash,6,4,0.6666666666666666
touched,claude-opus-4-5,2,1,0.5
touched,gemini-3-flash,8,8,1.0
touched,gpt-5,2,1,0.5
touched,gpt-5-mini,2,0,0.0
triumphant,gemini-3-flash,6,5,0.8333333333333334
troubled,claude-opus-4-5,2,2,1.0
troubled,gemini-3-flash,8,7,0.875
troubled,gpt-5,2,2,1.0
troubled,gpt-5-mini,2,2,1.0
trusting,claude-opus-4-5,2,1,0.5
trusting,gemini-3-flash,8,7,0.875
trusting,gpt-5,2,1,0.5
trusting,gpt-5-mini,2,1,0.5
turmoil,claude-opus-4-5,1,1,1.0
turmoil,gemini-3-flash,7,7,1.0
turmoil,gpt-5,1,1,1.0
turmoil,gpt-5-mini,1,1,1.0
unapproachable,claude-opus-4-5,1,1,1.0
unapproachable,gemini-3-flash,7,6,0.8571428571428571
unapproachable,gpt-5,1,1,1.0
unapproachable,gpt-5-mini,1,1,1.0
uncaring,claude-opus-4-5,1,0,0.0
uncaring,gemini-3-flash,7,4,0.5714285714285714
uncaring,gpt-5,1,0,0.0
uncaring,gpt-5-mini,1,0,0.0
uncomfortable,gemini-3-flash,6,3,0.5
unconcerned,claude-opus-4-5,2,2,1.0
unconcerned,gemini-3-flash,8,4,0.5
unconcerned,gpt-5,2,2,1.0
unconcerned,gpt-5-mini,2,2,1.0
undecided,claude-opus-4-5,2,1,0.5
undecided,gemini-3-flash,8,6,0.75
undecided,gpt-5,2,1,0.5
undecided,gpt-5-mini,2,1,0.5
understanding,claude-opus-4-5,1,1,1.0
understanding,gemini-3-flash,7,7,1.0
understanding,gpt-5,1,1,1.0
understanding,gpt-5-mini,1,1,1.0
uneasy,claude-opus-4-5,1,1,1.0
uneasy,gemini-3-flash,7,6,0.8571428571428571
uneasy,gpt-5,1,1,1.0
uneasy,gpt-5-mini,1,0,0.0
unenthusiastic,claude-opus-4-5,1,1,1.0
unenthusiastic,gemini-3-flash,7,5,0.7142857142857143
unenthusiastic,gpt-5,1,0,0.0
unenthusiastic,gpt-5-mini,1,0,0.0
unfocused,claude-opus-4-5,2,0,0.0
unfocused,gemini-3-flash,8,3,0.375
unfocused,gpt-5,2,2,1.0
unfocused,gpt-5-mini,2,2,1.0
unfriendly,claude-opus-4-5,2,1,0.5
unfriendly,gemini-3-flash,8,5,0.625
unfriendly,gpt-5,2,2,1.0
unfriendly,gpt-5-mini,2,2,1.0
unimpressed,claude-opus-4-5,2,2,1.0
unimpressed,gemini-3-flash,8,8,1.0
unimpressed,gpt-5,2,2,1.0
unimpressed,gpt-5-mini,2,2,1.0
unkind,gemini-3-flash,6,4,0.6666666666666666
unreceptive,claude-opus-4-5,1,1,1.0
unreceptive,gemini-3-flash,7,6,0.8571428571428571
unreceptive,gpt-5,1,1,1.0
unreceptive,gpt-5-mini,1,1,1.0
unsure,gemini-3-flash,6,5,0.8333333333333334
upset,claude-opus-4-5,1,0,0.0
upset,gemini-3-flash,7,6,0.8571428571428571
upset,gpt-5,1,1,1.0
upset,gpt-5-mini,1,1,1.0
vacant,claude-opus-4-5,3,2,0.6666666666666666
vacant,gemini-3-flash,9,7,0.7777777777777778
vacant,gpt-5,3,2,0.6666666666666666
vacant,gpt-5-mini,3,2,0.6666666666666666
vague,claude-opus-4-5,1,0,0.0
vague,gemini-3-flash,6,3,0.5
vague,gpt-5,1,1,1.0
vague,gpt-5-mini,1,1,1.0
vibrant,claude-opus-4-5,2,2,1.0
vibrant,gemini-3-flash,8,6,0.75
vibrant,gpt-5,2,1,0.5
vibrant,gpt-5-mini,2,2,1.0
vigilant,claude-opus-4-5,2,1,0.5
vigilant,gemini-3-flash,8,5,0.625
vigilant,gpt-5,2,0,0.0
vigilant,gpt-5-mini,2,1,0.5
vindictive,gemini-3-flash,6,6,1.0
violent,gemini-3-flash,6,4,0.6666666666666666
vulnerable,gemini-3-flash,6,6,1.0
wanted,claude-opus-4-5,3,1,0.3333333333333333
wanted,gemini-3-flash,9,5,0.5555555555555556
wanted,gpt-5,3,1,0.3333333333333333
wanted,gpt-5-mini,3,1,0.3333333333333333
wanting,gemini-3-flash,6,5,0.8333333333333334
warm,claude-opus-4-5,1,1,1.0
warm,gemini-3-flash,7,6,0.8571428571428571
warm,gpt-5,1,1,1.0
warm,gpt-5-mini,1,1,1.0
watchful,claude-opus-4-5,2,2,1.0
watchful,gemini-3-flash,8,6,0.75
watchful,gpt-5,2,1,0.5
watchful,gpt-5-mini,2,2,1.0
weak,claude-opus-4-5,1,0,0.0
weak,gemini-3-flash,7,3,0.42857142857142855
weak,gpt-5,1,0,0.0
weak,gpt-5-mini,1,0,0.0
welcomed,claude-opus-4-5,1,0,0.0
welcomed,gemini-3-flash,7,7,1.0
welcomed,gpt-5,1,0,0.0
welcomed,gpt-5-mini,1,1,1.0
welcoming,claude-opus-4-5,2,2,1.0
welcoming,gemini-3-flash,8,8,1.0
welcoming,gpt-5,2,2,1.0
welcoming,gpt-5-mini,2,2,1.0
wild,claude-opus-4-5,3,2,0.6666666666666666
wild,gemini-3-flash,9,6,0.6666666666666666
wild,gpt-5,3,2,0.6666666666666666
wild,gpt-5-mini,3,2,0.6666666666666666
willing,claude-opus-4-5,1,0,0.0
willing,gemini-3-flash,7,6,0.8571428571428571
willing,gpt-5,1,0,0.0
willing,gpt-5-mini,1,0,0.0
wishful,claude-opus-4-5,1,1,1.0
wishful,gemini-3-flash,6,5,0.8333333333333334
wishful,gpt-5,1,1,1.0
wishful,gpt-5-mini,1,1,1.0
withdrawn,claude-opus-4-5,1,1,1.0
withdrawn,gemini-3-flash,7,5,0.7142857142857143
withdrawn,gpt-5,1,1,1.0
withdrawn,gpt-5-mini,1,1,1.0
wonder,claude-opus-4-5,2,1,0.5
wonder,gemini-3-flash,8,8,1.0
wonder,gpt-5,2,2,1.0
wonder,gpt-5-mini,2,1,0.5
worried,claude-opus-4-5,2,1,0.5
worried,gemini-3-flash,8,6,0.75
worried,gpt-5,2,1,0.5
worried,gpt-5-mini,2,1,0.5
